3,0.11,Local,c
7,0.11,Local,c
07,0.11,Local,c
02,0.11,Local,c
03,0.11,Local,c
08,0.11,Local,c
04,0.22,Mobile,1m+s
13,0.33,one3Call,c
001,1.2974962,Intr,s
